iter	Passed	Remaining
547	3401	2805
548	3408	2799
549	3414	2793
550	3420	2787
551	3426	2780
552	3432	2774
553	3438	2768
554	3444	2761
555	3451	2756
556	3457	2749
557	3463	2743
558	3469	2737
559	3474	2730
560	3480	2723
561	3487	2717
562	3493	2711
563	3498	2704
564	3504	2698
565	3510	2691
566	3516	2685
567	3522	2679
568	3528	2672
569	3535	2666
570	3541	2660
571	3547	2654
572	3553	2648
573	3559	2641
574	3565	2635
575	3571	2629
576	3577	2622
577	3583	2616
578	3589	2609
579	3595	2603
580	3601	2597
581	3607	2591
582	3614	2585
583	3620	2579
584	3627	2573
585	3633	2566
586	3639	2560
587	3645	2554
588	3652	2548
589	3658	2542
590	3665	2536
591	3672	2531
592	3679	2525
593	3686	2519
594	3694	2514
595	3701	2508
596	3708	2503
597	3715	2497
598	3722	2492
599	3730	2487
600	3738	2481
601	3745	2476
602	3752	2470
603	3759	2464
604	3766	2459
605	3773	2453
606	3779	2447
607	3786	2441
608	3792	2435
609	3799	2428
610	3805	2423
611	3813	2417
612	3820	2411
613	3827	2406
614	3835	2400
615	3841	2394
616	3847	2388
617	3854	2382
618	3860	2376
619	3867	2370
620	3873	2364
621	3880	2358
622	3886	2351
623	3892	2345
624	3898	2339
625	3905	2333
626	3911	2327
627	3917	2320
628	3924	2314
629	3930	2308
630	3937	2302
631	3943	2296
632	3950	2290
633	3956	2284
634	3962	2277
635	3968	2271
636	3974	2265
637	3981	2258
638	3987	2252
639	3992	2246
640	4000	2240
641	4005	2233
642	4011	2227
643	4017	2220
644	4023	2214
645	4029	2208
646	4035	2201
647	4041	2195
648	4047	2188
649	4053	2182
650	4059	2176
651	4065	2169
652	4071	2163
653	4077	2157
654	4083	2150
655	4089	2144
656	4095	2138
657	4101	2131
658	4107	2125
659	4113	2118
660	4119	2112
661	4125	2106
662	4131	2100
663	4137	2093
664	4143	2087
665	4149	2081
666	4156	2075
667	4162	2068
668	4168	2062
669	4174	2056
670	4180	2049
671	4187	2043
672	4193	2037
673	4199	2031
674	4205	2025
675	4212	2018
676	4217	2012
677	4223	2006
678	4230	1999
679	4236	1993
680	4242	1987
681	4248	1981
682	4254	1974
683	4260	1968
684	4266	1962
685	4272	1955
686	4278	1949
687	4284	1943
688	4290	1936
689	4296	1930
690	4302	1924
691	4308	1917
692	4314	1911
693	4320	1905
694	4326	1898
695	4332	1892
696	4338	1885
697	4344	1879
698	4350	1873
699	4356	1867
700	4362	1860
701	4368	1854
702	4374	1848
703	4380	1841
704	4386	1835
705	4392	1829
706	4398	1822
707	4405	1816
708	4411	1810
709	4417	1804
710	4423	1797
711	4429	1791
712	4435	1785
713	4441	1779
714	4447	1772
715	4453	1766
716	4459	1760
717	4464	1753
718	4470	1747
719	4476	1740
720	4483	1734
721	4489	1728
722	4496	1722
723	4502	1716
724	4508	1710
725	4514	1703
726	4520	1697
727	4527	1691
728	4533	1685
729	4539	1679
730	4545	1672
731	4551	1666
732	4557	1660
733	4564	1653
734	4569	1647
735	4576	1641
736	4582	1635
737	4589	1629
738	4595	1623
739	4601	1616
740	4607	1610
741	4613	1604
742	4620	1598
743	4626	1591
744	4632	1585
745	4638	1579
746	4645	1573
747	4651	1567
748	4658	1561
749	4664	1554
750	4671	1548
751	4677	1542
752	4684	1536
753	4691	1530
754	4697	1524
755	4704	1518
756	4710	1512
757	4717	1505
758	4724	1500
759	4730	1493
760	4736	1487
761	4743	1481
762	4750	1475
763	4756	1469
764	4763	1463
765	4770	1457
766	4776	1451
767	4783	1444
768	4789	1438
769	4795	1432
770	4801	1426
771	4808	1420
772	4814	1413
773	4822	1408
774	4828	1401
775	4834	1395
776	4840	1389
777	4846	1382
778	4852	1376
779	4858	1370
780	4864	1363
781	4870	1357
782	4876	1351
783	4882	1345
784	4889	1339
785	4895	1332
786	4901	1326
787	4907	1320
788	4913	1314
789	4920	1307
790	4926	1301
791	4932	1295
792	4938	1289
793	4943	1282
794	4950	1276
795	4956	1270
796	4963	1264
797	4969	1257
798	4975	1251
799	4981	1245
800	4987	1239
801	4993	1232
802	4999	1226
803	5005	1220
804	5011	1213
805	5017	1207
806	5023	1201
807	5029	1195
808	5035	1188
809	5041	1182
810	5047	1176
811	5052	1169
812	5058	1163
813	5065	1157
814	5070	1151
815	5076	1144
816	5082	1138
817	5089	1132
818	5095	1126
819	5101	1119
820	5107	1113
821	5114	1107
822	5120	1101
823	5126	1095
824	5132	1088
825	5139	1082
826	5146	1076
827	5152	1070
828	5158	1064
829	5165	1057
830	5171	1051
831	5178	1045
832	5184	1039
833	5190	1033
834	5196	1026
835	5202	1020
836	5208	1014
837	5214	1008
838	5220	1001
839	5226	995
840	5233	989
841	5239	983
842	5245	976
843	5251	970
844	5257	964
845	5263	958
846	5270	951
847	5276	945
848	5282	939
849	5288	933
850	5293	926
851	5300	920
852	5306	914
853	5312	908
854	5319	902
855	5324	895
856	5330	889
857	5337	883
858	5343	877
859	5349	870
860	5355	864
861	5361	858
862	5366	851
863	5372	845
864	5378	839
865	5384	833
866	5390	826
867	5395	820
868	5402	814
869	5408	808
870	5414	801
871	5420	795
872	5426	789
873	5432	783
874	5438	776
875	5444	770
876	5450	764
877	5456	758
878	5461	751
879	5467	745
880	5473	739
881	5479	733
882	5485	726
883	5491	720
884	5498	714
885	5504	708
886	5510	702
887	5516	695
888	5522	689
889	5529	683
890	5535	677
891	5541	670
892	5548	664
893	5554	658
894	5560	652
895	5566	646
896	5572	639
897	5578	633
898	5585	627
899	5591	621
900	5597	615
901	5603	608
902	5609	602
903	5615	596
904	5621	590
905	5627	583
906	5633	577
907	5638	571
908	5644	565
909	5650	558
910	5656	552
911	5662	546
912	5668	540
913	5674	533
914	5680	527
915	5686	521
916	5692	515
917	5698	509
918	5704	502
919	5711	496
920	5717	490
921	5723	484
922	5729	477
923	5735	471
924	5741	465
925	5747	459
926	5753	453
927	5760	446
928	5766	440
929	5772	434
930	5778	428
931	5784	422
932	5790	415
933	5796	409
934	5802	403
935	5808	397
936	5814	390
937	5820	384
938	5826	378
939	5832	372
940	5838	366
941	5844	359
942	5850	353
943	5857	347
944	5863	341
945	5868	334
946	5874	328
947	5880	322
948	5887	316
949	5893	310
950	5899	303
951	5905	297
952	5911	291
953	5917	285
954	5923	279
955	5930	272
956	5936	266
957	5942	260
958	5948	254
959	5954	248
960	5960	241
961	5966	235
962	5972	229
963	5979	223
964	5985	217
965	5990	210
966	5997	204
967	6003	198
968	6009	192
969	6015	186
970	6021	179
971	6027	173
972	6033	167
973	6039	161
974	6045	155
975	6051	148
976	6057	142
977	6063	136
978	6069	130
979	6075	123
980	6081	117
981	6088	111
982	6094	105
983	6100	99
984	6106	92
985	6113	86
986	6118	80
987	6125	74
988	6131	68
989	6137	61
990	6143	55
991	6149	49
992	6155	43
993	6161	37
994	6167	30
995	6173	24
996	6179	18
997	6185	12
998	6192	6
999	6197	0
