iter	Passed	Remaining
335	2111	4173
336	2117	4166
337	2123	4159
338	2130	4153
339	2136	4147
340	2142	4140
341	2148	4133
342	2154	4125
343	2159	4118
344	2165	4111
345	2171	4103
346	2177	4097
347	2182	4089
348	2188	4082
349	2194	4075
350	2200	4068
351	2205	4060
352	2211	4053
353	2217	4046
354	2223	4039
355	2228	4031
356	2234	4025
357	2240	4018
358	2246	4011
359	2252	4004
360	2258	3997
361	2264	3991
362	2270	3984
363	2276	3977
364	2282	3971
365	2288	3964
366	2295	3958
367	2301	3952
368	2307	3945
369	2313	3939
370	2319	3933
371	2326	3926
372	2332	3920
373	2338	3913
374	2344	3907
375	2350	3900
376	2356	3893
377	2362	3887
378	2367	3879
379	2373	3873
380	2379	3866
381	2385	3859
382	2391	3851
383	2397	3845
384	2402	3838
385	2413	3839
386	2422	3836
387	2428	3830
388	2434	3824
389	2440	3817
390	2447	3811
391	2452	3804
392	2459	3798
393	2464	3791
394	2470	3784
395	2476	3777
396	2482	3770
397	2488	3764
398	2494	3757
399	2500	3751
400	2507	3746
401	2514	3740
402	2520	3734
403	2526	3727
404	2533	3721
405	2540	3716
406	2546	3710
407	2555	3707
408	2562	3703
409	2568	3696
410	2575	3690
411	2581	3684
412	2587	3677
413	2593	3670
414	2599	3664
415	2606	3658
416	2612	3651
417	2618	3645
418	2624	3639
419	2631	3634
420	2638	3628
421	2644	3622
422	2651	3616
423	2658	3611
424	2664	3604
425	2671	3599
426	2677	3593
427	2683	3586
428	2691	3582
429	2699	3577
430	2706	3573
431	2715	3569
432	2721	3564
433	2727	3556
434	2733	3550
435	2739	3544
436	2746	3537
437	2751	3530
438	2758	3524
439	2763	3517
440	2769	3511
441	2775	3504
442	2781	3497
443	2787	3491
444	2793	3483
445	2798	3476
446	2805	3471
447	2811	3464
448	2817	3458
449	2823	3451
450	2829	3444
451	2835	3438
452	2842	3431
453	2848	3425
454	2854	3418
455	2859	3411
456	2865	3404
457	2871	3397
458	2877	3391
459	2883	3384
460	2889	3378
461	2894	3371
462	2900	3364
463	2906	3358
464	2912	3351
465	2919	3345
466	2925	3338
467	2931	3332
468	2937	3326
469	2944	3320
470	2950	3313
471	2956	3307
472	2962	3301
473	2969	3294
474	2974	3288
475	2980	3281
476	2987	3275
477	2993	3268
478	2999	3262
479	3005	3255
480	3011	3249
481	3016	3242
482	3022	3235
483	3028	3228
484	3034	3222
485	3040	3215
486	3045	3208
487	3052	3202
488	3057	3195
489	3063	3188
490	3069	3182
491	3075	3175
492	3081	3168
493	3086	3161
494	3092	3155
495	3098	3148
496	3104	3141
497	3110	3135
498	3116	3129
499	3123	3123
500	3129	3117
501	3136	3111
502	3142	3104
503	3148	3098
504	3154	3092
505	3160	3085
506	3166	3078
507	3171	3071
508	3177	3064
509	3182	3057
510	3188	3051
511	3193	3044
512	3200	3037
513	3205	3031
514	3211	3024
515	3217	3018
516	3224	3012
517	3229	3005
518	3236	2999
519	3241	2992
520	3247	2986
521	3253	2979
522	3259	2973
523	3266	2967
524	3272	2960
525	3278	2954
526	3285	2948
527	3291	2942
528	3297	2936
529	3304	2930
530	3310	2923
531	3316	2917
532	3322	2911
533	3329	2905
534	3335	2898
535	3341	2892
536	3347	2886
537	3353	2879
538	3359	2873
539	3365	2866
540	3371	2860
541	3378	2854
542	3384	2848
543	3390	2841
544	3395	2834
545	3401	2828
546	3407	2821
547	3413	2815
548	3419	2809
549	3425	2802
550	3430	2795
551	3436	2789
552	3442	2782
553	3448	2775
554	3453	2769
555	3459	2762
556	3465	2756
557	3470	2749
558	3476	2742
559	3482	2736
560	3488	2729
561	3493	2722
562	3498	2715
563	3504	2708
564	3509	2702
565	3515	2695
566	3521	2689
567	3527	2682
568	3532	2675
569	3538	2669
570	3544	2663
571	3550	2656
572	3556	2650
573	3561	2643
574	3567	2636
575	3572	2630
576	3578	2623
577	3584	2617
578	3590	2610
579	3596	2604
580	3602	2597
581	3607	2591
582	3614	2584
583	3619	2578
584	3626	2572
585	3632	2566
586	3638	2559
587	3644	2553
588	3650	2547
589	3656	2540
590	3662	2534
591	3668	2528
592	3674	2522
593	3680	2515
594	3686	2509
595	3693	2503
596	3699	2497
597	3705	2491
598	3712	2485
599	3718	2479
600	3725	2473
601	3732	2467
602	3738	2461
603	3744	2454
604	3750	2448
605	3756	2442
606	3762	2436
607	3768	2429
608	3775	2423
609	3781	2417
610	3787	2411
611	3793	2405
612	3799	2398
613	3805	2392
614	3812	2386
615	3818	2380
616	3823	2373
617	3830	2367
618	3836	2361
619	3841	2354
620	3847	2348
621	3853	2341
622	3859	2335
623	3865	2329
624	3871	2322
625	3877	2316
626	3883	2310
627	3889	2303
628	3895	2297
629	3901	2291
630	3907	2285
631	3913	2278
632	3919	2272
633	3925	2265
634	3931	2259
635	3936	2253
636	3942	2246
637	3948	2240
638	3954	2234
639	3960	2227
640	3965	2221
641	3972	2215
642	3978	2208
643	3984	2202
644	3990	2196
645	3996	2190
646	4002	2183
647	4008	2177
648	4014	2171
649	4020	2165
650	4028	2159
651	4034	2153
652	4040	2147
653	4047	2141
654	4053	2135
655	4060	2129
656	4066	2123
657	4074	2117
658	4081	2111
659	4087	2105
660	4093	2099
661	4100	2093
662	4106	2087
663	4112	2081
664	4119	2075
665	4125	2068
666	4132	2062
667	4137	2056
668	4144	2050
669	4150	2044
670	4155	2037
671	4161	2031
672	4167	2025
673	4174	2018
674	4180	2012
675	4186	2006
676	4193	2000
677	4200	1994
678	4206	1988
679	4212	1982
680	4218	1976
681	4225	1970
682	4231	1963
683	4237	1957
684	4243	1951
685	4248	1944
686	4254	1938
687	4260	1932
688	4266	1925
689	4272	1919
690	4278	1913
691	4284	1906
692	4289	1900
693	4295	1894
694	4301	1887
695	4307	1881
696	4313	1875
697	4319	1868
698	4324	1862
699	4331	1856
700	4337	1849
701	4343	1843
702	4348	1837
703	4354	1831
704	4360	1824
705	4366	1818
706	4372	1812
707	4378	1805
708	4384	1799
709	4390	1793
710	4396	1787
711	4402	1780
712	4408	1774
713	4414	1768
714	4419	1761
715	4425	1755
716	4431	1749
717	4437	1742
718	4443	1736
719	4450	1730
720	4456	1724
721	4462	1718
722	4468	1711
723	4473	1705
724	4479	1698
725	4485	1692
726	4491	1686
727	4497	1680
728	4503	1674
729	4509	1667
730	4515	1661
731	4521	1655
732	4526	1648
733	4533	1642
734	4539	1636
735	4546	1630
736	4552	1624
737	4559	1618
738	4564	1612
739	4570	1605
740	4575	1599
741	4581	1593
742	4587	1586
743	4593	1580
744	4599	1574
745	4605	1568
746	4611	1561
747	4617	1555
748	4623	1549
749	4629	1543
750	4635	1536
751	4641	1530
752	4647	1524
753	4654	1518
754	4660	1512
755	4666	1506
756	4672	1499
757	4677	1493
758	4683	1487
759	4689	1480
760	4696	1474
761	4702	1468
762	4708	1462
763	4713	1456
764	4720	1450
765	4726	1443
766	4733	1437
767	4739	1431
768	4745	1425
769	4751	1419
770	4757	1412
771	4763	1406
772	4768	1400
773	4774	1394
774	4780	1387
775	4786	1381
776	4792	1375
777	4798	1369
778	4804	1362
779	4809	1356
780	4815	1350
781	4821	1344
782	4827	1337
783	4833	1331
784	4839	1325
785	4844	1319
786	4850	1312
787	4856	1306
788	4863	1300
789	4869	1294
790	4875	1288
791	4881	1281
792	4887	1275
793	4892	1269
794	4898	1263
795	4904	1256
796	4910	1250
797	4916	1244
798	4921	1238
799	4927	1231
800	4933	1225
801	4939	1219
802	4945	1213
803	4951	1207
804	4957	1200
805	4962	1194
806	4968	1188
807	4974	1182
808	4980	1175
809	4985	1169
810	4991	1163
811	4996	1156
812	5002	1150
813	5008	1144
814	5014	1138
815	5019	1131
816	5025	1125
817	5031	1119
818	5037	1113
819	5043	1107
820	5049	1100
821	5054	1094
822	5060	1088
823	5066	1082
824	5071	1075
825	5077	1069
826	5082	1063
827	5089	1057
828	5095	1051
829	5101	1044
830	5107	1038
831	5113	1032
832	5118	1026
833	5125	1020
834	5131	1014
835	5137	1007
836	5144	1001
837	5151	995
838	5158	989
839	5164	983
840	5170	977
841	5177	971
842	5183	965
843	5189	959
844	5195	953
845	5202	946
846	5208	940
847	5214	934
848	5220	928
849	5227	922
850	5232	916
851	5239	910
852	5246	904
853	5252	897
854	5259	891
855	5265	885
856	5271	879
857	5278	873
858	5284	867
859	5291	861
860	5297	855
861	5303	849
862	5311	843
863	5316	836
864	5323	830
865	5329	824
866	5335	818
867	5341	812
868	5348	806
869	5354	800
870	5361	794
871	5367	787
872	5373	781
873	5379	775
874	5385	769
875	5392	763
876	5398	757
877	5404	750
878	5410	744
879	5416	738
880	5421	732
881	5428	726
882	5433	719
883	5439	713
884	5446	707
885	5452	701
886	5458	695
887	5464	689
888	5470	682
889	5476	676
890	5482	670
891	5488	664
892	5494	658
893	5501	652
894	5507	646
895	5514	640
896	5520	633
897	5526	627
898	5532	621
899	5538	615
900	5544	609
901	5550	603
902	5556	596
903	5562	590
904	5568	584
905	5573	578
906	5579	572
907	5584	565
908	5590	559
909	5596	553
910	5602	547
911	5607	541
912	5613	534
913	5619	528
914	5626	522
915	5632	516
916	5637	510
917	5644	504
918	5651	498
919	5658	492
920	5664	485
921	5670	479
922	5676	473
923	5683	467
924	5690	461
925	5697	455
926	5704	449
927	5709	443
928	5716	436
929	5722	430
930	5728	424
931	5735	418
932	5741	412
933	5748	406
934	5754	400
935	5760	393
936	5767	387
937	5773	381
938	5779	375
939	5785	369
940	5792	363
941	5799	357
942	5804	350
943	5811	344
944	5817	338
945	5825	332
946	5831	326
947	5838	320
948	5844	314
949	5851	307
950	5858	301
951	5865	295
952	5871	289
953	5877	283
954	5883	277
955	5889	271
956	5896	264
957	5902	258
958	5908	252
959	5913	246
960	5919	240
961	5925	234
962	5930	227
963	5936	221
964	5942	215
965	5948	209
966	5955	203
967	5961	197
968	5967	190
969	5973	184
970	5979	178
971	5985	172
972	5991	166
973	5997	160
974	6002	153
975	6008	147
976	6014	141
977	6020	135
978	6025	129
979	6031	123
980	6036	116
981	6042	110
982	6048	104
983	6054	98
984	6060	92
985	6065	86
986	6073	79
987	6083	73
988	6091	67
989	6099	61
990	6106	55
991	6113	49
992	6120	43
993	6126	36
994	6132	30
995	6138	24
996	6144	18
997	6150	12
998	6156	6
999	6162	0
